,_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,league,player_id,salary,season,season_end,season_start,team
2780,crowdja01,6-Jul-90,"Villa Rica, Georgia",1.4,42.3,33.9,77.8,543,13,9.5,3.9,28.7,51.1,Marquette University,34th overall,2nd round,Cleveland Cavaliers,2012,6-Jun,"Villa Rica in Villa Rica, Georgia",Jae Crowder,Small Forward,Right,235lb,NBA,crowdja01,788872,2013-14,2014,2013,Dallas Mavericks
2781,crowdja01,6-Jul-90,"Villa Rica, Georgia",1.4,42.3,33.9,77.8,543,13,9.5,3.9,28.7,51.1,Marquette University,34th overall,2nd round,Cleveland Cavaliers,2012,6-Jun,"Villa Rica in Villa Rica, Georgia",Jae Crowder,Small Forward,Right,235lb,NBA,crowdja01,915243,2014-15,2015,2014,Boston Celtics
2782,crowdja01,6-Jul-90,"Villa Rica, Georgia",1.4,42.3,33.9,77.8,543,13,9.5,3.9,28.7,51.1,Marquette University,34th overall,2nd round,Cleveland Cavaliers,2012,6-Jun,"Villa Rica in Villa Rica, Georgia",Jae Crowder,Small Forward,Right,235lb,NBA,crowdja01,6000000,2015-16,2016,2015,Boston Celtics
2783,crowdja01,6-Jul-90,"Villa Rica, Georgia",1.4,42.3,33.9,77.8,543,13,9.5,3.9,28.7,51.1,Marquette University,34th overall,2nd round,Cleveland Cavaliers,2012,6-Jun,"Villa Rica in Villa Rica, Georgia",Jae Crowder,Small Forward,Right,235lb,NBA,crowdja01,6286408,2016-17,2017,2016,Boston Celtics
2784,crowdja01,6-Jul-90,"Villa Rica, Georgia",1.4,42.3,33.9,77.8,543,13,9.5,3.9,28.7,51.1,Marquette University,34th overall,2nd round,Cleveland Cavaliers,2012,6-Jun,"Villa Rica in Villa Rica, Georgia",Jae Crowder,Small Forward,Right,235lb,NBA,crowdja01,6796117,2017-18,2018,2017,Utah Jazz
2816,cunnija01,22-May-91,"Oakland, California",0.5,34.7,30.6,67.4,84,6.8,2.3,0.7,0.2,40.2,Oregon State University,24th overall,1st round,Cleveland Cavaliers,2012,4-Jun,"San Leandro in San Leandro, California",Jared Cunningham,Shooting Guard,Right,195lb,NBA,cunnija01,1156320,2012-13,2013,2012,Dallas Mavericks
2817,cunnija01,22-May-91,"Oakland, California",0.5,34.7,30.6,67.4,84,6.8,2.3,0.7,0.2,40.2,Oregon State University,24th overall,1st round,Cleveland Cavaliers,2012,4-Jun,"San Leandro in San Leandro, California",Jared Cunningham,Shooting Guard,Right,195lb,NBA,cunnija01,1208400,2013-14,2014,2013,Atlanta Hawks
2818,cunnija01,22-May-91,"Oakland, California",0.5,34.7,30.6,67.4,84,6.8,2.3,0.7,0.2,40.2,Oregon State University,24th overall,1st round,Cleveland Cavaliers,2012,4-Jun,"San Leandro in San Leandro, California",Jared Cunningham,Shooting Guard,Right,195lb,NBA,cunnija01,981348,2015-16,2016,2015,Orlando Magic
2819,cunnija01,22-May-91,"Oakland, California",0.5,34.7,30.6,67.4,84,6.8,2.3,0.7,0.2,40.2,Oregon State University,24th overall,1st round,Cleveland Cavaliers,2012,4-Jun,"San Leandro in San Leandro, California",Jared Cunningham,Shooting Guard,Right,195lb,NBA,cunnija01,57726,2015-16,2016,2015,Milwaukee Bucks
2989,davisan02,11-Mar-93,"Chicago, Illinois",2.1,51.7,31.4,79.5,466,27.4,23.7,10.5,72,52.8,University of Kentucky,1st overall,1st round,New Orleans Hornets,2012,10-Jun,"Perspectives Charter School in Chicago, Illinois",Anthony Davis,Power Forward and Center,Right,253lb,NBA,davisan02,5144280,2012-13,2013,2012,New Orleans Hornets
2990,davisan02,11-Mar-93,"Chicago, Illinois",2.1,51.7,31.4,79.5,466,27.4,23.7,10.5,72,52.8,University of Kentucky,1st overall,1st round,New Orleans Hornets,2012,10-Jun,"Perspectives Charter School in Chicago, Illinois",Anthony Davis,Power Forward and Center,Right,253lb,NBA,davisan02,5375760,2013-14,2014,2013,New Orleans Pelicans
2991,davisan02,11-Mar-93,"Chicago, Illinois",2.1,51.7,31.4,79.5,466,27.4,23.7,10.5,72,52.8,University of Kentucky,1st overall,1st round,New Orleans Hornets,2012,10-Jun,"Perspectives Charter School in Chicago, Illinois",Anthony Davis,Power Forward and Center,Right,253lb,NBA,davisan02,5607240,2014-15,2015,2014,New Orleans Pelicans
2992,davisan02,11-Mar-93,"Chicago, Illinois",2.1,51.7,31.4,79.5,466,27.4,23.7,10.5,72,52.8,University of Kentucky,1st overall,1st round,New Orleans Hornets,2012,10-Jun,"Perspectives Charter School in Chicago, Illinois",Anthony Davis,Power Forward and Center,Right,253lb,NBA,davisan02,7070730,2015-16,2016,2015,New Orleans Pelicans
2993,davisan02,11-Mar-93,"Chicago, Illinois",2.1,51.7,31.4,79.5,466,27.4,23.7,10.5,72,52.8,University of Kentucky,1st overall,1st round,New Orleans Hornets,2012,10-Jun,"Perspectives Charter School in Chicago, Illinois",Anthony Davis,Power Forward and Center,Right,253lb,NBA,davisan02,22116750,2016-17,2017,2016,New Orleans Pelicans
2994,davisan02,11-Mar-93,"Chicago, Illinois",2.1,51.7,31.4,79.5,466,27.4,23.7,10.5,72,52.8,University of Kentucky,1st overall,1st round,New Orleans Hornets,2012,10-Jun,"Perspectives Charter School in Chicago, Illinois",Anthony Davis,Power Forward and Center,Right,253lb,NBA,davisan02,23775506,2017-18,2018,2017,New Orleans Pelicans
3053,davisde01,2-Dec-96,"Muskegon, Michigan",0.4,59.9,0,63.5,107,15.4,4.2,3.2,3.6,59.9,Michigan State University,31st overall,2nd round,Boston Celtics,2016,11-Jun,"Muskegon in Muskegon, Michigan",Deyonta Davis,Center,Right,237lb,NBA,davisde01,1369229,2016-17,2017,2016,Memphis Grizzlies
3054,davisde01,2-Dec-96,"Muskegon, Michigan",0.4,59.9,0,63.5,107,15.4,4.2,3.2,3.6,59.9,Michigan State University,31st overall,2nd round,Boston Celtics,2016,11-Jun,"Muskegon in Muskegon, Michigan",Deyonta Davis,Center,Right,237lb,NBA,davisde01,1312611,2017-18,2018,2017,Memphis Grizzlies
3055,davised01,5-Jun-89,"Washington, District of Columbia",0.8,56.9,0,58.4,640,16.7,6.5,6.8,41.3,56.9,University of North Carolina,13th overall,1st round,Toronto Raptors,2010,10-Jun,"Benedictine in Richmond, Virginia",Ed Davis,Center and Power Forward,Left,225lb,NBA,davised01,1919160,2010-11,2011,2010,Toronto Raptors
3056,davised01,5-Jun-89,"Washington, District of Columbia",0.8,56.9,0,58.4,640,16.7,6.5,6.8,41.3,56.9,University of North Carolina,13th overall,1st round,Toronto Raptors,2010,10-Jun,"Benedictine in Richmond, Virginia",Ed Davis,Center and Power Forward,Left,225lb,NBA,davised01,2063040,2011-12,2012,2011,Toronto Raptors
3057,davised01,5-Jun-89,"Washington, District of Columbia",0.8,56.9,0,58.4,640,16.7,6.5,6.8,41.3,56.9,University of North Carolina,13th overall,1st round,Toronto Raptors,2010,10-Jun,"Benedictine in Richmond, Virginia",Ed Davis,Center and Power Forward,Left,225lb,NBA,davised01,2207040,2012-13,2013,2012,Memphis Grizzlies
3058,davised01,5-Jun-89,"Washington, District of Columbia",0.8,56.9,0,58.4,640,16.7,6.5,6.8,41.3,56.9,University of North Carolina,13th overall,1st round,Toronto Raptors,2010,10-Jun,"Benedictine in Richmond, Virginia",Ed Davis,Center and Power Forward,Left,225lb,NBA,davised01,3153860,2013-14,2014,2013,Memphis Grizzlies
3059,davised01,5-Jun-89,"Washington, District of Columbia",0.8,56.9,0,58.4,640,16.7,6.5,6.8,41.3,56.9,University of North Carolina,13th overall,1st round,Toronto Raptors,2010,10-Jun,"Benedictine in Richmond, Virginia",Ed Davis,Center and Power Forward,Left,225lb,NBA,davised01,981084,2014-15,2015,2014,Los Angeles Lakers
3060,davised01,5-Jun-89,"Washington, District of Columbia",0.8,56.9,0,58.4,640,16.7,6.5,6.8,41.3,56.9,University of North Carolina,13th overall,1st round,Toronto Raptors,2010,10-Jun,"Benedictine in Richmond, Virginia",Ed Davis,Center and Power Forward,Left,225lb,NBA,davised01,7000000,2015-16,2016,2015,Portland Trail Blazers
3061,davised01,5-Jun-89,"Washington, District of Columbia",0.8,56.9,0,58.4,640,16.7,6.5,6.8,41.3,56.9,University of North Carolina,13th overall,1st round,Toronto Raptors,2010,10-Jun,"Benedictine in Richmond, Virginia",Ed Davis,Center and Power Forward,Left,225lb,NBA,davised01,6666667,2016-17,2017,2016,Portland Trail Blazers
3062,davised01,5-Jun-89,"Washington, District of Columbia",0.8,56.9,0,58.4,640,16.7,6.5,6.8,41.3,56.9,University of North Carolina,13th overall,1st round,Toronto Raptors,2010,10-Jun,"Benedictine in Richmond, Virginia",Ed Davis,Center and Power Forward,Left,225lb,NBA,davised01,6352531,2017-18,2018,2017,Portland Trail Blazers
3149,dawsobr01,1-Feb-93,"Gary, Indiana",0,40,-,100,6,7.1,0.8,0.7,0,40,Michigan State University,56th overall,2nd round,New Orleans Pelicans,2015,6-Jun,"Lew Wallace in Gary, Indiana",Branden Dawson,Power Forward,Right,225lb,NBA,dawsobr01,525093,2015-16,2016,2015,Los Angeles Clippers
3194,dekkesa01,6-May-94,"Sheboygan, Wisconsin",0.8,47.8,28.8,60.6,200,12.7,5.5,3,5.4,52.5,University of Wisconsin,18th overall,1st round,Houston Rockets,2015,9-Jun,"Sheboygan Lutheran in Sheboygan, Wisconsin",Sam Dekker,Power Forward,Right,230lb,NBA,dekkesa01,1646400,2015-16,2016,2015,Houston Rockets
3195,dekkesa01,6-May-94,"Sheboygan, Wisconsin",0.8,47.8,28.8,60.6,200,12.7,5.5,3,5.4,52.5,University of Wisconsin,18th overall,1st round,Houston Rockets,2015,9-Jun,"Sheboygan Lutheran in Sheboygan, Wisconsin",Sam Dekker,Power Forward,Right,230lb,NBA,dekkesa01,1720560,2016-17,2017,2016,Houston Rockets
3196,dekkesa01,6-May-94,"Sheboygan, Wisconsin",0.8,47.8,28.8,60.6,200,12.7,5.5,3,5.4,52.5,University of Wisconsin,18th overall,1st round,Houston Rockets,2015,9-Jun,"Sheboygan Lutheran in Sheboygan, Wisconsin",Sam Dekker,Power Forward,Right,230lb,NBA,dekkesa01,1794600,2017-18,2018,2017,Los Angeles Clippers
3274,diallch01,13-Sep-96,"Kayes, Mali",0.4,58.5,25,74.7,133,17.3,5.5,4.6,5,58.6,University of Kansas,33rd overall,2nd round,Los Angeles Clippers,2016,9-Jun,"New American in Centereach, New York",Cheick Diallo,Power Forward,Right,220lb,NBA,diallch01,543471,2016-17,2017,2016,New Orleans Pelicans
3275,diallch01,13-Sep-96,"Kayes, Mali",0.4,58.5,25,74.7,133,17.3,5.5,4.6,5,58.6,University of Kansas,33rd overall,2nd round,Los Angeles Clippers,2016,9-Jun,"New American in Centereach, New York",Cheick Diallo,Power Forward,Right,220lb,NBA,diallch01,1312611,2017-18,2018,2017,New Orleans Pelicans
3317,dienggo01,18-Jan-90,"Kebemer, Senegal",1.4,50.5,33.2,79,452,16.1,8,6.2,24.4,51.7,University of Louisville,21st overall,1st round,Utah Jazz,2013,11-Jun,"Huntington St. Joseph Prep in Huntington, West Virginia",Gorgui Dieng,Center and Power Forward,Right,252lb,NBA,dienggo01,1352640,2013-14,2014,2013,Minnesota Timberwolves
3318,dienggo01,18-Jan-90,"Kebemer, Senegal",1.4,50.5,33.2,79,452,16.1,8,6.2,24.4,51.7,University of Louisville,21st overall,1st round,Utah Jazz,2013,11-Jun,"Huntington St. Joseph Prep in Huntington, West Virginia",Gorgui Dieng,Center and Power Forward,Right,252lb,NBA,dienggo01,1413480,2014-15,2015,2014,Minnesota Timberwolves
3319,dienggo01,18-Jan-90,"Kebemer, Senegal",1.4,50.5,33.2,79,452,16.1,8,6.2,24.4,51.7,University of Louisville,21st overall,1st round,Utah Jazz,2013,11-Jun,"Huntington St. Joseph Prep in Huntington, West Virginia",Gorgui Dieng,Center and Power Forward,Right,252lb,NBA,dienggo01,1474440,2015-16,2016,2015,Minnesota Timberwolves
3320,dienggo01,18-Jan-90,"Kebemer, Senegal",1.4,50.5,33.2,79,452,16.1,8,6.2,24.4,51.7,University of Louisville,21st overall,1st round,Utah Jazz,2013,11-Jun,"Huntington St. Joseph Prep in Huntington, West Virginia",Gorgui Dieng,Center and Power Forward,Right,252lb,NBA,dienggo01,2348783,2016-17,2017,2016,Minnesota Timberwolves
3321,dienggo01,18-Jan-90,"Kebemer, Senegal",1.4,50.5,33.2,79,452,16.1,8,6.2,24.4,51.7,University of Louisville,21st overall,1st round,Utah Jazz,2013,11-Jun,"Huntington St. Joseph Prep in Huntington, West Virginia",Gorgui Dieng,Center and Power Forward,Right,252lb,NBA,dienggo01,14112360,2017-18,2018,2017,Minnesota Timberwolves
3322,dinwisp01,6-Apr-93,"Los Angeles, California",4.5,40.8,32.3,80.1,253,14.7,11,2.6,13.5,48,University of Colorado,38th overall,2nd round,Detroit Pistons,2014,6-Jun,"William Howard Taft in Woodland Hills, California",Spencer Dinwiddie,Point Guard,Right,210lb,NBA,dinwisp01,700000,2014-15,2015,2014,Detroit Pistons
3323,dinwisp01,6-Apr-93,"Los Angeles, California",4.5,40.8,32.3,80.1,253,14.7,11,2.6,13.5,48,University of Colorado,38th overall,2nd round,Detroit Pistons,2014,6-Jun,"William Howard Taft in Woodland Hills, California",Spencer Dinwiddie,Point Guard,Right,210lb,NBA,dinwisp01,845059,2015-16,2016,2015,Detroit Pistons
3324,dinwisp01,6-Apr-93,"Los Angeles, California",4.5,40.8,32.3,80.1,253,14.7,11,2.6,13.5,48,University of Colorado,38th overall,2nd round,Detroit Pistons,2014,6-Jun,"William Howard Taft in Woodland Hills, California",Spencer Dinwiddie,Point Guard,Right,210lb,NBA,dinwisp01,726672,2016-17,2017,2016,Brooklyn Nets
3325,dinwisp01,6-Apr-93,"Los Angeles, California",4.5,40.8,32.3,80.1,253,14.7,11,2.6,13.5,48,University of Colorado,38th overall,2nd round,Detroit Pistons,2014,6-Jun,"William Howard Taft in Woodland Hills, California",Spencer Dinwiddie,Point Guard,Right,210lb,NBA,dinwisp01,1524305,2017-18,2018,2017,Brooklyn Nets
3402,dorsety01,18-Feb-96,"Pasadena, California",1.3,38.9,35,66.9,104,10.5,6.7,2.3,1,47.8,University of Oregon,41st overall,2nd round,Atlanta Hawks,2017,5-Jun,"Maranatha in Los Angeles, California",Tyler Dorsey,Shooting Guard,Right,183lb,NBA,dorsety01,815615,2017-18,2018,2017,Atlanta Hawks
3403,dotsoda01,6-May-94,"Houston, Texas",1.4,42.1,36.1,73.6,117,10.9,8.2,3,2.1,50.8,"University of Oregon, University of Houston",44th overall,2nd round,New York Knicks,2017,6-Jun,"Jack Yates in Houston, Texas",Damyean Dotson,Shooting Guard,Right,210lb,NBA,dotsoda01,1100000,2017-18,2018,2017,New York Knicks
3487,drumman01,10-Aug-93,"Mount Vernon, New York",1.2,54.3,14.7,44.8,542,22.1,14.1,13.7,56.4,54.4,University of Connecticut,9th overall,1st round,Detroit Pistons,2012,11-Jun,"St. Thomas More School in Oakdale, Connecticut",Andre Drummond,Center,Right,279lb,NBA,drumman01,2356320,2012-13,2013,2012,Detroit Pistons
3488,drumman01,10-Aug-93,"Mount Vernon, New York",1.2,54.3,14.7,44.8,542,22.1,14.1,13.7,56.4,54.4,University of Connecticut,9th overall,1st round,Detroit Pistons,2012,11-Jun,"St. Thomas More School in Oakdale, Connecticut",Andre Drummond,Center,Right,279lb,NBA,drumman01,2462400,2013-14,2014,2013,Detroit Pistons
3489,drumman01,10-Aug-93,"Mount Vernon, New York",1.2,54.3,14.7,44.8,542,22.1,14.1,13.7,56.4,54.4,University of Connecticut,9th overall,1st round,Detroit Pistons,2012,11-Jun,"St. Thomas More School in Oakdale, Connecticut",Andre Drummond,Center,Right,279lb,NBA,drumman01,2568360,2014-15,2015,2014,Detroit Pistons
3490,drumman01,10-Aug-93,"Mount Vernon, New York",1.2,54.3,14.7,44.8,542,22.1,14.1,13.7,56.4,54.4,University of Connecticut,9th overall,1st round,Detroit Pistons,2012,11-Jun,"St. Thomas More School in Oakdale, Connecticut",Andre Drummond,Center,Right,279lb,NBA,drumman01,3272091,2015-16,2016,2015,Detroit Pistons
3491,drumman01,10-Aug-93,"Mount Vernon, New York",1.2,54.3,14.7,44.8,542,22.1,14.1,13.7,56.4,54.4,University of Connecticut,9th overall,1st round,Detroit Pistons,2012,11-Jun,"St. Thomas More School in Oakdale, Connecticut",Andre Drummond,Center,Right,279lb,NBA,drumman01,22116750,2016-17,2017,2016,Detroit Pistons
3492,drumman01,10-Aug-93,"Mount Vernon, New York",1.2,54.3,14.7,44.8,542,22.1,14.1,13.7,56.4,54.4,University of Connecticut,9th overall,1st round,Detroit Pistons,2012,11-Jun,"St. Thomas More School in Oakdale, Connecticut",Andre Drummond,Center,Right,279lb,NBA,drumman01,23775506,2017-18,2018,2017,Detroit Pistons
3600,dunnkr01,18-Mar-94,"New London, Connecticut",4.4,41.7,32.3,72.3,176,11.8,8.6,3.3,1.6,45,Providence College,5th overall,1st round,Minnesota Timberwolves,2016,4-Jun,"New London in New London, Connecticut",Kris Dunn,Point Guard,Right,205lb,NBA,dunnkr01,3872520,2016-17,2017,2016,Minnesota Timberwolves
3601,dunnkr01,18-Mar-94,"New London, Connecticut",4.4,41.7,32.3,72.3,176,11.8,8.6,3.3,1.6,45,Providence College,5th overall,1st round,Minnesota Timberwolves,2016,4-Jun,"New London in New London, Connecticut",Kris Dunn,Point Guard,Right,205lb,NBA,dunnkr01,4046760,2017-18,2018,2017,Chicago Bulls
3631,earlycl01,17-Apr-91,"Middletown, New York",0.8,34.6,26.3,75,56,7.2,4.3,2.2,-0.6,39.8,Wichita State University,34th overall,2nd round,New York Knicks,2014,8-Jun,"Mount Zion Christian Academy in Durham, North Carolina",Cleanthony Early,Small Forward,Right,210lb,NBA,earlycl01,507336,2014-15,2015,2014,New York Knicks
3632,earlycl01,17-Apr-91,"Middletown, New York",0.8,34.6,26.3,75,56,7.2,4.3,2.2,-0.6,39.8,Wichita State University,34th overall,2nd round,New York Knicks,2014,8-Jun,"Mount Zion Christian Academy in Durham, North Carolina",Cleanthony Early,Small Forward,Right,210lb,NBA,earlycl01,845059,2015-16,2016,2015,New York Knicks
3642,ebankde01,28-Oct-89,"Queens, New York",0.4,38.5,22.2,72.2,63,9.6,3.6,1.9,0.5,40.4,West Virginia University,43rd overall,2nd round,Los Angeles Lakers,2010,9-Jun,"St. Thomas Moore School in Oakdale, Connecticut",Devin Ebanks,Shooting Guard and Small Forward,Right,215lb,NBA,ebankde01,473604,2010-11,2011,2010,Los Angeles Lakers
3643,ebankde01,28-Oct-89,"Queens, New York",0.4,38.5,22.2,72.2,63,9.6,3.6,1.9,0.5,40.4,West Virginia University,43rd overall,2nd round,Los Angeles Lakers,2010,9-Jun,"St. Thomas Moore School in Oakdale, Connecticut",Devin Ebanks,Shooting Guard and Small Forward,Right,215lb,NBA,ebankde01,762195,2011-12,2012,2011,Los Angeles Lakers
3644,ebankde01,28-Oct-89,"Queens, New York",0.4,38.5,22.2,72.2,63,9.6,3.6,1.9,0.5,40.4,West Virginia University,43rd overall,2nd round,Los Angeles Lakers,2010,9-Jun,"St. Thomas Moore School in Oakdale, Connecticut",Devin Ebanks,Shooting Guard and Small Forward,Right,215lb,NBA,ebankde01,1054389,2012-13,2013,2012,Los Angeles Lakers
3746,ellenhe01,13-Jan-97,"Rice Lake, Wisconsin",0.6,37.7,35.3,77.4,76,10.8,4.3,2.5,0.3,45.4,Marquette University,18th overall,1st round,Detroit Pistons,2016,11-Jun,"Rice Lake in Rice Lake, Wisconsin",Henry Ellenson,Power Forward,Right,245lb,NBA,ellenhe01,1704120,2016-17,2017,2016,Detroit Pistons
3747,ellenhe01,13-Jan-97,"Rice Lake, Wisconsin",0.6,37.7,35.3,77.4,76,10.8,4.3,2.5,0.3,45.4,Marquette University,18th overall,1st round,Detroit Pistons,2016,11-Jun,"Rice Lake in Rice Lake, Wisconsin",Henry Ellenson,Power Forward,Right,245lb,NBA,ellenhe01,1780800,2017-18,2018,2017,Detroit Pistons
3845,embiijo01,16-Mar-94,"Yaounde, Cameroon",3.2,48.1,31.5,78.8,158,24.5,24.3,11.4,16.8,51.4,University of Kansas,3rd overall,1st round,Philadelphia 76ers,2014,Jul-00,"The Rock School in Gainesville, Florida",Joel Embiid,Center,Right,250lb,NBA,embiijo01,4427640,2014-15,2015,2014,Philadelphia 76ers
3846,embiijo01,16-Mar-94,"Yaounde, Cameroon",3.2,48.1,31.5,78.8,158,24.5,24.3,11.4,16.8,51.4,University of Kansas,3rd overall,1st round,Philadelphia 76ers,2014,Jul-00,"The Rock School in Gainesville, Florida",Joel Embiid,Center,Right,250lb,NBA,embiijo01,4626960,2015-16,2016,2015,Philadelphia 76ers
3847,embiijo01,16-Mar-94,"Yaounde, Cameroon",3.2,48.1,31.5,78.8,158,24.5,24.3,11.4,16.8,51.4,University of Kansas,3rd overall,1st round,Philadelphia 76ers,2014,Jul-00,"The Rock School in Gainesville, Florida",Joel Embiid,Center,Right,250lb,NBA,embiijo01,4826160,2016-17,2017,2016,Philadelphia 76ers
3848,embiijo01,16-Mar-94,"Yaounde, Cameroon",3.2,48.1,31.5,78.8,158,24.5,24.3,11.4,16.8,51.4,University of Kansas,3rd overall,1st round,Philadelphia 76ers,2014,Jul-00,"The Rock School in Gainesville, Florida",Joel Embiid,Center,Right,250lb,NBA,embiijo01,6100266,2017-18,2018,2017,Philadelphia 76ers
3867,engliki01,24-Sep-88,"Baltimore, Maryland",0.6,37.5,28,72.4,41,7.9,2.9,0.9,0.2,43.8,University of Missouri,44th overall,2nd round,Detroit Pistons,2012,6-Jun,"Notre Dame Preparatory School in Fitchburg, Massachusetts",Kim English,Shooting Guard,Right,200lb,NBA,engliki01,473604,2012-13,2013,2012,Detroit Pistons
3868,ennisja01,1-Jul-90,"Ventura, California",0.9,45.7,35.7,79.3,278,11.5,6.5,3.2,11.7,53.6,"California State University, Long Beach",50th overall,2nd round,Atlanta Hawks,2013,7-Jun,"Ventura in Ventura, California",James Ennis,Small Forward,Right,210lb,NBA,ennisja01,507336,2014-15,2015,2014,Miami Heat
3869,ennisja01,1-Jul-90,"Ventura, California",0.9,45.7,35.7,79.3,278,11.5,6.5,3.2,11.7,53.6,"California State University, Long Beach",50th overall,2nd round,Atlanta Hawks,2013,7-Jun,"Ventura in Ventura, California",James Ennis,Small Forward,Right,210lb,NBA,ennisja01,845059,2015-16,2016,2015,Memphis Grizzlies
3870,ennisja01,1-Jul-90,"Ventura, California",0.9,45.7,35.7,79.3,278,11.5,6.5,3.2,11.7,53.6,"California State University, Long Beach",50th overall,2nd round,Atlanta Hawks,2013,7-Jun,"Ventura in Ventura, California",James Ennis,Small Forward,Right,210lb,NBA,ennisja01,74564,2015-16,2016,2015,New Orleans Pelicans
3871,ennisja01,1-Jul-90,"Ventura, California",0.9,45.7,35.7,79.3,278,11.5,6.5,3.2,11.7,53.6,"California State University, Long Beach",50th overall,2nd round,Atlanta Hawks,2013,7-Jun,"Ventura in Ventura, California",James Ennis,Small Forward,Right,210lb,NBA,ennisja01,2898000,2016-17,2017,2016,Memphis Grizzlies
3872,ennisja01,1-Jul-90,"Ventura, California",0.9,45.7,35.7,79.3,278,11.5,6.5,3.2,11.7,53.6,"California State University, Long Beach",50th overall,2nd round,Atlanta Hawks,2013,7-Jun,"Ventura in Ventura, California",James Ennis,Small Forward,Right,210lb,NBA,ennisja01,3028410,2017-18,2018,2017,Detroit Pistons
3873,ennisty01,24-Aug-94,"Brampton, Canada",1.9,41.9,31.7,76.8,186,10.3,4.2,1.3,1.3,46.3,Syracuse University,18th overall,1st round,Phoenix Suns,2014,3-Jun,"Saint Benedict's Preparatory School in Newark, New Jersey",Tyler Ennis,Point Guard,Right,194lb,NBA,ennisty01,1590720,2014-15,2015,2014,Milwaukee Bucks
